y,lb_50,ub_50,lb_95,ub_95,prop,time,pathogen,Year,Week,date,season,days_from_start,day_of_year,plot_label,peak_time,day_shifted,Influenza A not subtyped,Influenza A H1N1pdm09,Influenza A H3N2,Influenza B,Percentage testing positive for overall influenza,total_cases,H1_prop,H3_prop,H1_adj,H3_adj,Season,total,gr,gr_smooth
-0.02846775890653097,-0.08461233529269085,0.026861809956572724,-0.18902319098149054,0.1304919869595117,0.364,190,total,2015,8,2015-02-16,2014/15,224,412,Pre-pandemic,342,70,40,20,135,46,13.9,241,0.12903225806451613,0.8709677419354839,25,170,2014/15,241,-0.02458132780743904,-0.0572127497191581
-0.0945249892237583,-0.14648170226091795,-0.0403092964281031,-0.2546382804372681,0.079047839001958,0.13,191,total,2015,9,2015-02-23,2014/15,231,419,Pre-pandemic,342,77,39,18,80,78,14.1,215,0.1836734693877551,0.8163265306122449,25,112,2014/15,215,-0.11410874891344097,-0.11526816328772896
-0.11664560658942813,-0.17065998666047744,-0.06009386383964266,-0.27494156723600155,0.04877404827327797,0.087,192,total,2015,10,2015-03-02,2014/15,238,426,Pre-pandemic,342,84,34,17,53,72,11.7,176,0.24285714285714283,0.7571428571428571,25,79,2014/15,176,-0.20005102077152395,-0.05347541442635574
-0.04913672794471724,-0.10539369852049219,0.01133022173232101,-0.22101878520822496,0.11556399883185954,0.2936666666666667,193,total,2015,11,2015-03-09,2014/15,245,433,Pre-pandemic,342,91,26,16,39,105,12.2,186,0.2909090909090909,0.7090909090909091,24,57,2014/15,186,0.05523214814604466,-0.07087723733658982
-0.06856411642184401,-0.12646577274645554,-0.008932770469152418,-0.23319865558659916,0.10359817181692944,0.216,194,total,2015,12,2015-03-16,2014/15,252,440,Pre-pandemic,342,98,14,14,18,116,11.2,162,0.4375,0.5625,20,26,2014/15,162,-0.1380707349065746,-0.09924958911137371
-0.08174464453380503,-0.1411546243314168,-0.02193070695858057,-0.2555132398162681,0.0917670668197028,0.17666666666666667,195,total,2015,13,2015-03-23,2014/15,259,447,Pre-pandemic,342,105,18,6,15,131,11.8,170,0.2857142857142857,0.7142857142857143,11,28,2014/15,170,0.048173070660185724,-0.05867913421796704
-0.18913105881402315,-0.2530371678182213,-0.12750289972576367,-0.37560692601602635,-0.010887009275814203,0.018666666666666668,196,total,2015,14,2015-03-30,2014/15,266,454,Pre-pandemic,342,112,8,8,12,88,10.1,116,0.4,0.6,11,17,2014/15,116,-0.38193461069797024,-0.10415003169957861
-0.178700275711265,-0.24182809088016977,-0.11475611745303582,-0.3731415969754315,0.01122229381424198,0.03266666666666666,197,total,2015,15,2015-04-06,2014/15,273,461,Pre-pandemic,342,119,14,2,8,91,9.7,115,0.2,0.8,5,19,2014/15,115,-0.00865057297600882,-0.120120711980092
-0.23196785865784575,-0.29523106735241744,-0.16725610188621132,-0.42395148322220233,-0.0395186752853292,0.009,198,total,2015,16,2015-04-13,2014/15,280,468,Pre-pandemic,342,126,5,2,2,70,7.2,79,0.5,0.5,4,4,2014/15,79,-0.3750884409542289,-0.17937513849200556
-0.21804835404441292,-0.28715298818756385,-0.1501655845429164,-0.42557893532954855,-0.022443492044408573,0.015666666666666666,199,total,2015,17,2015-04-20,2014/15,287,475,Pre-pandemic,342,133,8,0,2,63,6.8,73,0,1,0,10,2014/15,73,-0.07888450801787535,-0.21113953316152084
-0.22505792995533813,-0.29872990409758626,-0.15526452135484425,-0.4447690237580881,-0.020327531214525407,0.01633333333333333,200,total,2015,18,2015-04-27,2014/15,294,482,Pre-pandemic,342,140,0,1,1,43,4.5,45,0.5,0.5,1,1,2014/15,45,-0.4829461202471,-0.23639241054880328
-0.2000784944700218,-0.27030064139306553,-0.12268764123935516,-0.421859502946798,0.02353365862740986,0.04133333333333333,201,total,2015,19,2015-05-04,2014/15,301,489,Pre-pandemic,342,147,2,1,3,50,6.3,56,0.25,0.75,1,5,2014/15,56,0.21825356602001797,-0.17966637579979655
-0.2613571383506914,-0.3379218419771096,-0.18327916508581532,-0.492499165137445,-0.04260511604125112,0.006666666666666667,202,total,2015,20,2015-05-11,2014/15,308,496,Pre-pandemic,342,154,3,0,6,25,3.2,34,0,1,0,9,2014/15,34,-0.4978384282391794,-0.2103538726210342
-0.27281776290048687,-0.34941499296135314,-0.19310109030331502,-0.5016194417082361,-0.040941890627969435,0.011666666666666667,203,total,2015,21,2015-05-18,2014/15,315,503,Pre-pandemic,342,161,2,0,0,20,2.2,22,0,0,0,0,2014/15,22,-0.433719775765764,-0.29906268955800636
-0.22998986712967362,-0.31154071020142937,-0.15245755298789043,-0.4742235550316527,-0.0025342819378588056,0.023333333333333334,204,total,2015,22,2015-05-25,2014/15,322,510,Pre-pandemic,342,168,0,0,0,21,2.5,21,0,0,0,0,2014/15,21,-0.04630456804168627,-0.18990230150665294
-0.2040831163168575,-0.2924215193698485,-0.11632492766296443,-0.4432507810362467,0.04343163481987045,0.058,205,total,2015,23,2015-06-01,2014/15,329,517,Pre-pandemic,342,175,1,1,3,7,1.3,12,0.25,0.75,1,4,2014/15,12,-0.5560675878793255,-0.38348258998148876
-0.1777422384930334,-0.265264177087119,-0.08592753167209899,-0.4371257706354927,0.089081973940120407,0.09366666666666666,206,total,2015,24,2015-06-08,2014/15,336,524,Pre-pandemic,342,182,8,4,2,12,2.9,26,0.6666666666666666,0.3333333333333333,9,5,2014/15,26,0.7687298617259524,-0.06684051749020586
-0.22444060638162866,-0.3119930930075163,-0.13390352666441574,-0.49252956792687297,0.02384082689313498,0.03766666666666667,207,total,2015,25,2015-06-15,2014/15,343,531,Pre-pandemic,342,189,2,0,2,5,1.1,9,0,1,0,4,2014/15,9,-1.0536609008058435,-0.22182579875022576
-0.21348364285802723,-0.3048242593461573,-0.1192658279416714,-0.4828534409239829,0.0558364373224923,0.06533333333333333,208,total,2015,26,2015-06-22,2014/15,350,538,Pre-pandemic,342,196,0,0,1,6,0.8,7,0,1,0,1,2014/15,7,-0.24817962947553462,-0.2722945641086878
-0.1623081637304863,-0.25528780653927247,-0.0704241269125222,-0.4268563942118542,0.11078431795645619,0.12666666666666668,209,total,2015,27,2015-06-29,2014/15,357,545,Pre-pandemic,342,203,0,0,2,3,0.8,5,0,1,0,2,2014/15,5,-0.33085424431698973,-0.21599122821810385
-0.10915900975063608,-0.2074972187189863,-0.01450345025932237,-0.38815565669429897,0.16293805263252198,0.21633333333333332,210,total,2015,28,2015-07-06,2015/16,0,187,Pre-pandemic,334,-147,3,1,2,3,1.3,9,0.3333333333333333,0.6666666666666666,2,4,2015/16,9,0.5790338737925244,-0.2634152252014609
-0.08920214651362968,-0.18565238693326935,0.009388436365407427,-0.37047159693220505,0.18638031540083244,0.26766666666666666,211,total,2015,29,2015-07-13,2015/16,7,194,Pre-pandemic,334,-140,1,0,1,3,0.7,5,0,1,0,2,2015/16,5,-0.5790338737925242,-0.14475846844813106
-0.06619353484746981,-0.16512151053333024,0.03212091418337898,-0.3507982372003,0.21027861590113933,0.325,212,total,2015,30,2015-07-20,2015/16,14,201,Pre-pandemic,334,-133,3,1,0,2,0.8,6,1,0,4,0,2015/16,6,0.17904823144898546,-0.037951503217001054
-0.04985503115787149,-0.14731612699592517,0.050516755857357265,-0.342685866244412,0.2209489747877975,0.3586666666666667,213,total,2015,31,2015-07-27,2015/16,21,208,Pre-pandemic,334,-126,3,0,2,1,0.9,6,0,1,0,5,2015/16,6,0,0.04476205786224638
-0.04248868346859558,-0.14094908053921784,0.05762724765954225,-0.34128364905510755,0.23843199509633003,0.37966666666666665,214,total,2015,32,2015-08-03,2015/16,28,215,Pre-pandemic,334,-119,2,1,3,1,1.2,7,0.25,0.75,1,5,2015/16,7,0.15180601286800413,-0.06204490736888367
-0.029481067650914294,-0.1250855062825887,0.06281636583461453,-0.3184517332169028,0.2578440449347955,0.41133333333333333,215,total,2015,33,2015-08-10,2015/16,35,222,Pre-pandemic,334,-112,0,1,2,1,0.6,4,0.3333333333333333,0.6666666666666666,1,2,2015/16,4,-0.5491078103370076,-0.05456339150500451
0.013582894584037719,-0.08165075214108591,0.11136393674391531,-0.27488414668530414,0.29521578013968963,0.5393333333333333,216,total,2015,34,2015-08-17,2015/16,42,229,Pre-pandemic,334,-105,0,2,2,0,0.7,4,0.5,0.5,2,2,2015/16,4,0,-0.09932544936725088
0.07586623165293715,-0.02237232429055669,0.17225720379973086,-0.213138499696285,0.35522614551063064,0.705,217,total,2015,35,2015-08-24,2015/16,49,236,Pre-pandemic,334,-98,1,1,1,0,0.5,3,0.5,0.5,1,1,2015/16,3,-0.2795848622191614,-0.16922166492204122
0.1551867278773711,0.06280442913822465,0.24296948820541375,-0.11602578815500322,0.42027635717902895,0.857,218,total,2015,36,2015-08-31,2015/16,56,243,Pre-pandemic,334,-91,0,2,5,2,1.5,9,0.2857142857142857,0.7142857142857143,2,5,2015/16,9,1.0768723020317037,0.062044907368883684
0.19029246839850633,0.09855370401921609,0.2811026652588234,-0.06643840738860976,0.4466442036977297,0.925,219,total,2015,37,2015-09-07,2015/16,63,250,Pre-pandemic,334,-84,2,0,5,2,1.2,9,0,1,0,7,2015/16,9,0,0.19932185995313556
0.22902084380497423,0.13754107805452748,0.31800520755041056,-0.03129352817195293,0.5075392396984487,0.9573333333333334,220,total,2015,38,2015-09-14,2015/16,70,257,Pre-pandemic,334,-77,0,0,1,2,0.4,3,0,1,0,1,2015/16,3,-1.0768723020317037,-0.06989621555479031
0.2871706632115629,0.19606595556483986,0.3782259177931808,0.022018946087524437,0.5544461088277827,0.9836666666666667,221,total,2015,39,2015-09-21,2015/16,77,264,Pre-pandemic,334,-70,1,1,8,4,1.8,14,0.1111111111111111,0.8888888888888888,1,9,2015/16,14,1.514772685893022,0.37869317147325543
0.24241987087742678,0.14895222139438202,0.3360816678754076,-0.027434154303111278,0.5125131059649971,0.9613333333333334,222,total,2015,40,2015-09-28,2015/16,84,271,Pre-pandemic,334,-63,1,10,11,1,2.7,23,0.47619047619047616,0.5238095238095238,10,12,2015/16,23,0.4936578201436253,0.23288955100123587
0.10456822361608675,0.015589141635570347,0.19137362357580323,-0.16158430848659625,0.3673980381214173,0.7886666666666666,223,total,2015,41,2015-10-05,2015/16,91,278,Pre-pandemic,334,-56,3,16,12,2,3.5,33,0.5714285714285714,0.42857142857142855,18,13,2015/16,33,0.35970066485526936,0.32281471721505317
-0.05667246952990701,-0.14547322417786834,0.02973611198649151,-0.315682001011015,0.1888492862613149,0.328,224,total,2015,42,2015-10-12,2015/16,98,285,Pre-pandemic,334,-49,0,5,3,5,1.2,13,0.625,0.375,5,3,2015/16,13,-0.9269210521759114,0.36030252967900134
-0.07888453973392351,-0.16292964803694132,0.0059658266493122225,-0.32674129239531863,0.17192277900943087,0.265,225,total,2015,43,2015-10-19,2015/16,105,292,Pre-pandemic,334,-42,2,4,5,1,1.1,12,0.4444444444444444,0.5555555555555556,5,6,2015/16,12,-0.07940677760441048,-0.03824233619535681
-0.031094795891393634,-0.11123243947539352,0.05334347246880622,-0.28274223163265766,0.21287369795877709,0.408,226,total,2015,44,2015-10-26,2015/16,112,299,Pre-pandemic,334,-35,1,9,6,4,1.7,20,0.6,0.4,10,6,2015/16,20,0.5075143624623348,-0.034778200615679405
0.019923520674784534,-0.06735865864523194,0.09909295167623378,-0.22642371797760524,0.25721275195901433,0.5593333333333333,227,total,2015,45,2015-11-02,2015/16,119,306,Pre-pandemic,334,-28,0,8,3,5,1.3,16,0.7272727272727273,0.2727272727272727,8,3,2015/16,16,-0.22190054307461274,-0.18017850259814994
0.11337618183579345,0.03299264733101204,0.19535045453795397,-0.128680047942223,0.36152799422142795,0.827,228,total,2015,46,2015-11-09,2015/16,126,313,Pre-pandemic,334,-21,0,3,1,6,0.8,10,0.75,0.25,3,1,2015/16,10,-0.4662838481432036,-0.06501920158997301
0.2581821370589623,0.1761428390498998,0.3371469338220162,0.01575322091487781,0.5068051244850296,0.981,229,total,2015,47,2015-11-16,2015/16,133,320,Pre-pandemic,334,-14,5,17,4,1,1.9,27,0.8095238095238095,0.1904761904761905,21,5,2015/16,27,0.9869983040384415,0.20158206882073998
0.3376478795919837,0.2605933297499621,0.4158670299916982,0.10887531498153183,0.5569780716056714,0.9976666666666667,230,total,2015,48,2015-11-23,2015/16,140,327,Pre-pandemic,334,-7,1,12,4,13,1.8,30,0.75,0.25,13,4,2015/16,30,0.10499144386917487,0.10095133917244999
0.37591927570242545,0.2991984296223352,0.45018094195717306,0.1502956397080434,0.5987365951124177,0.9996666666666667,231,total,2015,49,2015-11-30,2015/16,147,334,Pre-pandemic,334,0,7,37,2,11,3.4,57,0.9487179487179488,0.05128205128205128,44,2,2015/16,57,0.6402789449071344,0.3164962111678868
0.34137332167846446,0.273113046879505,0.41485521226325484,0.13180764204695727,0.5620247750864945,0.9993333333333333,232,total,2015,50,2015-12-07,2015/16,154,341,Pre-pandemic,334,7,15,44,1,6,3.9,66,0.9777777777777776,0.02222222222222222,59,1,2015/16,66,0.146364630195676,0.4696583307526067
0.3452513790210756,0.27981982079203127,0.41370578794647206,0.13938005463757253,0.5462787861493348,1,233,total,2015,51,2015-12-14,2015/16,161,348,Pre-pandemic,334,14,16,69,2,7,5.4,94,0.971830985915493,0.02816901408450704,85,2,2015/16,94,0.35318929973369345,0.31120607967641967
0.33867666750832104,0.2685059860053034,0.403435098841473,0.15498487165413785,0.5245575996449419,1,234,total,2015,52,2015-12-21,2015/16,168,355,Pre-pandemic,334,21,19,113,0,7,9.6,139,1,0,132,0,2015/16,139,0.39083505233806326,0.3826669817936418
0.27728230009959587,0.21656400722088676,0.33915553200450876,0.10165836131478101,0.4599940817470349,0.9993333333333333,235,total,2016,1,2016-01-04,2015/16,182,369,Pre-pandemic,334,35,43,138,6,15,10.1,202,0.9583333333333334,0.04166666666666666,179,8,2015/16,202,0.3735695254801781,0.3159896269369027
0.19677106539260114,0.13667094550232317,0.2544482390265772,0.029334443908471716,0.36835308947533607,0.9873333333333333,236,total,2016,2,2016-01-11,2015/16,189,376,Pre-pandemic,334,42,17,160,6,7,11.2,190,0.963855421686747,0.03614457831325301,176,7,2015/16,190,-0.06121237491519183,0.2640953756591857
0.3607194112848702,0.30646785248148833,0.420037829983134,0.2073916705602247,0.5194778873839427,1,237,total,2016,3,2016-01-18,2015/16,196,383,Pre-pandemic,334,49,69,225,8,15,16.4,317,0.965665236051502,0.03433476394849785,292,10,2015/16,317,0.5116669320499183,0.30371478373824196
0.34687942056652155,0.2963525991405771,0.39921008560362603,0.19983750972221448,0.49431642171575807,1,238,total,2016,4,2016-01-25,2015/16,203,390,Pre-pandemic,334,56,58,366,10,28,22.4,462,0.973404255319149,0.02659574468085106,422,12,2015/16,462,0.37656413633191904,0.3001470547367059
0.15186848123414576,0.10299103117827091,0.20023995271897732,0.011417477377999054,0.28975255194220656,0.984,239,total,2016,5,2016-02-01,2015/16,210,397,Pre-pandemic,334,63,88,413,5,31,22.2,537,0.9880382775119616,0.01196172248803827,500,6,2015/16,537,0.15040297903519298,0.24435541812545963
-0.017965856221699994,-0.06608533960616847,0.028359548809606228,-0.15899245212687163,0.11448896340999677,0.387,240,total,2016,6,2016-02-08,2015/16,217,404,Pre-pandemic,334,70,65,371,12,40,21.5,488,0.9686684073107048,0.03133159268929503,434,14,2015/16,488,-0.09566399401831181,0.23574251334967963
0.05750741542017623,0.012212103092892779,0.10200641272298028,-0.07275762299518075,0.19231593042295483,0.8013333333333333,241,total,2016,7,2016-02-15,2015/16,224,411,Pre-pandemic,334,77,106,376,10,49,23.7,541,0.9740932642487048,0.02590673575129533,479,13,2015/16,541,0.10308380175558783,0.13359673077609702
0.06478822922582417,0.01909608817683206,0.11167597043352373,-0.06883173778533574,0.1969242493111948,0.825,242,total,2016,8,2016-02-22,2015/16,231,418,Pre-pandemic,334,84,104,393,11,75,25.1,583,0.9727722772277227,0.02722772277227722,494,14,2015/16,583,0.07475459357942066,0.058144345087972414
0.036707899643782405,-0.010189209567477153,0.08187331006089038,-0.09317807081657088,0.16475028127283506,0.6983333333333334,243,total,2016,9,2016-02-29,2015/16,238,425,Pre-pandemic,334,91,111,339,17,125,26.8,592,0.952247191011236,0.04775280898876404,445,22,2015/16,592,0.015316841309620096,0.024372810656579195
0.0660035647851398,0.021265751826853974,0.11087164113831816,-0.06729829729850131,0.20127477657988183,0.8373333333333334,244,total,2016,10,2016-03-07,2015/16,245,432,Pre-pandemic,334,98,83,341,18,188,27.5,630,0.9498607242339832,0.05013927576601671,420,22,2015/16,630,0.06220299741027934,0.06383955851372698
0.09125878949568067,0.0487302448379745,0.13573097527556044,-0.041136049990371876,0.21478887174900912,0.9226666666666666,245,total,2016,11,2016-03-14,2015/16,252,439,Pre-pandemic,334,105,54,336,25,284,28.6,699,0.9307479224376732,0.06925207756232687,386,29,2015/16,699,0.10391525656992966,0.06404742221731244
0.009874175996367196,-0.031209154915447623,0.053059330457281284,-0.10885165874654927,0.13200198530325563,0.564,246,total,2016,12,2016-03-21,2015/16,259,446,Pre-pandemic,334,112,73,257,10,371,29.6,711,0.9625468164794008,0.03745318352059925,327,13,2015/16,711,0.017019273371532764,0.04961359216534046
-0.17083619445436682,-0.2120840377685127,-0.13043953917305529,-0.2951619524087667,-0.053125025554741176,0.002,247,total,2016,13,2016-03-28,2015/16,266,453,Pre-pandemic,334,119,64,163,24,361,25.5,612,0.8716577540106952,0.12834224598930483,219,32,2015/16,612,-0.14991739903244802,0.008305032079823436
-0.3958905557654844,-0.4431730507594922,-0.3482792561510293,-0.527407792864962,-0.2602056337474209,0,248,total,2016,14,2016-04-04,2015/16,273,460,Pre-pandemic,334,126,35,108,12,243,19.9,398,0.9,0.1,140,16,2015/16,398,-0.4301924378507526,-0.11479382673543456
-0.4585523875393549,-0.5129405042628716,-0.4101879386245397,-0.6161901891619787,-0.31133781132097516,0,249,total,2016,15,2016-04-11,2015/16,280,467,Pre-pandemic,334,133,11,53,21,163,14.6,248,0.7162162162162162,0.28378378378378377,61,24,2015/16,248,-0.4728713393085162,-0.258990475705046
-0.39324350625794713,-0.4490747407390949,-0.3351108051942939,-0.5529470306230241,-0.22790412022416454,0,250,total,2016,16,2016-04-18,2015/16,287,474,Pre-pandemic,334,140,7,21,14,117,10.7,159,0.6,0.4,25,17,2015/16,159,-0.4442989553540141,-0.37432003288643273
-0.2667449102914645,-0.3306933679972406,-0.20672947666931352,-0.4585830890184558,-0.09191336881638286,6.666666666666666e-4,251,total,2016,17,2016-04-25,2015/16,294,481,Pre-pandemic,334,147,7,14,6,104,9.2,131,0.7,0.3,19,8,2015/16,131,-0.19357254457408699,-0.38523381927184247
-0.23943141080836927,-0.30117318801803017,-0.174028115925706,-0.4276702264356314,-0.04803406821525658,0.007333333333333333,252,total,2016,18,2016-05-02,2015/16,301,488,Pre-pandemic,334,154,3,13,6,86,8.4,108,0.6842105263157895,0.3157894736842105,15,7,2015/16,108,-0.19290366612449156,-0.3259116263402772
-0.32326549628734647,-0.38801513467980087,-0.2523165571879118,-0.5244756890395369,-0.12413330308776879,3.333333333333333e-4,253,total,2016,19,2016-05-09,2015/16,308,495,Pre-pandemic,334,161,6,6,9,70,6.6,91,0.4,0.6,8,13,2015/16,91,-0.1710989203792499,-0.2504685216079606
-0.4358411352392395,-0.5070520940651784,-0.3626642438337271,-0.6471873696971171,-0.21972817717958826,0,254,total,2016,20,2016-05-16,2015/16,315,502,Pre-pandemic,334,168,2,5,4,24,2.9,35,0.5555555555555556,0.4444444444444444,6,5,2015/16,35,-0.9537566737940925,-0.3778329512179802
-0.39239770294363807,-0.47020169695073855,-0.3155947197340171,-0.6129872585299279,-0.16063936588081335,6.666666666666666e-4,255,total,2016,21,2016-05-23,2015/16,322,509,Pre-pandemic,334,175,2,8,6,19,2.9,35,0.5714285714285714,0.42857142857142855,9,7,2015/16,35,0,-0.32943981507445846
-0.38047271152478546,-0.4661145625359592,-0.3021035383023377,-0.6329666448789533,-0.14113649317697796,3.333333333333333e-4,256,total,2016,22,2016-05-30,2015/16,329,516,Pre-pandemic,334,182,1,7,4,8,1.9,20,0.6363636363636364,0.3636363636363637,8,4,2015/16,20,-0.5574813154067901,-0.4205842273950331
-0.37098121820320684,-0.461789425177916,-0.2883519677769958,-0.6394062413455491,-0.11875148193018788,0.003,257,total,2016,23,2016-06-06,2015/16,336,523,Pre-pandemic,334,189,0,2,4,16,2,22,0.3333333333333333,0.6666666666666666,2,4,2015/16,22,0.09485779345867705,-0.3540950489355514
-0.3879388681685749,-0.4811636018387811,-0.30188669329766205,-0.6579737190782526,-0.1321172443642252,0.0013333333333333333,258,total,2016,24,2016-06-13,2015/16,343,530,Pre-pandemic,334,196,3,0,11,1,1.3,15,0,1,0,14,2015/16,15,-0.3808828647028286,-0.21087659666273545
-0.36058939294257275,-0.454833617932693,-0.27264145017461344,-0.6437116426763668,-0.0939066266890029,0.003,259,total,2016,25,2016-06-20,2015/16,350,537,Pre-pandemic,334,203,1,0,0,0,0.1,1,0,0,0,0,2015/16,1,-2.6193845640165536,-0.8657227376668739
-0.21990028435579911,-0.3093525158300539,-0.12369830459515829,-0.48992906459931085,0.05168136286746794,0.05633333333333333,260,total,2016,26,2016-06-27,2015/16,357,544,Pre-pandemic,334,210,0,0,2,0,0.2,2,0,1,0,2,2015/16,2,0.6466271649250523,-0.5646956175839132
-0.0782745090497301,-0.17487756040077262,0.01941979264111432,-0.3671458209637562,0.19504475560730694,0.29733333333333334,261,total,2016,27,2016-07-04,2016/17,0,186,Pre-pandemic,340,-154,0,0,4,2,0.5,6,0,1,0,4,2016/17,6,1.0663514264498881,-0.3218222093361105
-0.02226337876259621,-0.11548116023905436,0.07554567103214171,-0.2977492288936071,0.2602305841996558,0.43333333333333335,262,total,2016,28,2016-07-11,2016/17,7,193,Pre-pandemic,340,-147,2,1,5,5,1,13,0.16666666666666666,0.8333333333333334,1,7,2016/17,13,0.7643234590278403,-0.03552062840344322
-0.01483391794559552,-0.11102944599895492,0.08719744174253441,-0.30740535370342204,0.26838599396961815,0.457,263,total,2016,29,2016-07-18,2016/17,14,200,Pre-pandemic,340,-140,0,0,3,2,0.4,5,0,1,0,3,2016/17,5,-0.9433716904768258,0.38348258998148876
0.024136225756015373,-0.07406526293155474,0.11921691538194534,-0.2636719990888235,0.3072507902214021,0.5656666666666667,264,total,2016,30,2016-07-25,2016/17,21,207,Pre-pandemic,340,-133,0,0,1,0,0.1,1,0,1,0,1,2016/17,1,-1.533930359925955,-0.16165679123126311
0.08882326510617655,-0.00934633501380605,0.19318612944561298,-0.20017832116972972,0.37127206583611283,0.728,265,total,2016,31,2016-08-01,2016/17,28,214,Pre-pandemic,340,-126,1,0,7,1,1,9,0,1,0,8,2016/17,9,2.1129642337184795,0.09999641058588471
0.11234123567669996,0.014689783805434786,0.20833423705773924,-0.16829521787669519,0.39401316526971963,0.789,266,total,2016,32,2016-08-08,2016/17,35,221,Pre-pandemic,340,-119,0,1,3,1,0.5,5,0.25,0.75,1,3,2016/17,5,-0.5790338737925242,-0.23584292261920642
0.13291681718951942,0.04436969947986008,0.22698424183863652,-0.14266215112113456,0.4188320763283812,0.8426666666666667,267,total,2016,33,2016-08-15,2016/17,42,228,Pre-pandemic,340,-112,0,0,5,2,0.8,7,0,1,0,5,2016/17,7,0.3308542443169896,0.08271356107924743
0.1379964592227073,0.045288807977739154,0.23169302753282084,-0.14519927283853645,0.4211676575395075,0.84,268,total,2016,34,2016-08-22,2016/17,49,235,Pre-pandemic,340,-105,1,0,6,1,0.9,8,0,1,0,7,2016/17,8,0.13176927763112337,0.49913847046851706
0.12902025477258494,0.030370441530116588,0.22536475938139877,-0.14217889286531507,0.39308784417289677,0.8133333333333334,269,total,2016,35,2016-08-29,2016/17,56,242,Pre-pandemic,340,-98,0,0,7,2,1,9,0,1,0,7,2016/17,9,0.11641035184441137,4.163336342344337e-17
0.09871723613906669,0.00858874214565275,0.19168984975305536,-0.1688142813463673,0.3607774382065332,0.7706666666666667,270,total,2016,36,2016-09-05,2016/17,63,249,Pre-pandemic,340,-91,2,3,4,4,1.5,13,0.42857142857142855,0.5714285714285714,4,5,2016/17,13,0.3643378166843015,0.23584292261920647
0.050728777746093856,-0.04102315068902984,0.14480449593100986,-0.21738621573362468,0.32107075458884643,0.6473333333333333,271,total,2016,37,2016-09-12,2016/17,70,256,Pre-pandemic,340,-84,0,2,6,3,1.3,11,0.25,0.75,2,6,2016/17,11,-0.16566712188881744,0.11171258106775471
0.012075620779261609,-0.0798735833351355,0.10492160428600938,-0.2601067333876161,0.27279784925874717,0.5373333333333333,272,total,2016,38,2016-09-19,2016/17,77,263,Pre-pandemic,340,-77,1,1,8,2,1.3,12,0.1111111111111111,0.8888888888888888,1,9,2016/17,12,0.08626034428440692,0.10033534773107557
-0.01782070204787256,-0.10982467792389694,0.07426763792993318,-0.2842848472492935,0.25256909496368085,0.44866666666666666,273,total,2016,39,2016-09-26,2016/17,84,270,Pre-pandemic,340,-70,1,1,9,3,1.4,14,0.1,0.9,1,10,2016/17,14,0.1529693447814273,0.10947509596532956
-0.01596534282208184,-0.10645682827355918,0.07100097907847747,-0.2829037525431035,0.24891944068602173,0.455,274,total,2016,40,2016-10-03,2016/17,91,277,Pre-pandemic,340,-63,1,1,4,1,0.6,7,0.2,0.8,1,5,2016/17,7,-0.686080013336853,-0.15312936153995904
0.04418924070160002,-0.0427481602583909,0.1335031768801933,-0.21687530094184046,0.30819594924269067,0.6303333333333333,275,total,2016,41,2016-10-10,2016/17,98,284,Pre-pandemic,340,-56,0,1,6,3,0.9,10,0.14285714285714285,0.8571428571428571,1,6,2016/17,10,0.3524406397999441,-0.023602421117768668
0.11768890963987144,0.030407011012961505,0.20696662301180146,-0.14069182788047088,0.3743159494361652,0.8223333333333334,276,total,2016,42,2016-10-17,2016/17,105,291,Pre-pandemic,340,-49,2,0,8,3,1,13,0,1,0,10,2016/17,13,0.2600768063598921,0.019851694401102626
0.18205049651899818,0.09810092016874616,0.27001789539027943,-0.06396200522634629,0.4436766852511775,0.9263333333333333,277,total,2016,43,2016-10-24,2016/17,112,298,Pre-pandemic,340,-42,4,0,12,2,1.2,18,0,1,0,16,2016/17,18,0.32329970806467434,0.06243428522191438
0.24724666952096297,0.16488200528000707,0.3317648211722074,0.003110888549483908,0.4988486543452496,0.9763333333333334,278,total,2016,44,2016-10-31,2016/17,119,305,Pre-pandemic,340,-35,3,0,6,1,0.7,10,0,1,0,9,2016/17,10,-0.5833765144245665,0.08811015994998603
0.35540083562759484,0.27279222186523466,0.43265776123057964,0.12002928830651982,0.5885977933603507,0.9986666666666667,279,total,2016,45,2016-11-07,2016/17,126,312,Pre-pandemic,340,-28,8,0,29,3,2.5,40,0,1,0,37,2016/17,40,1.3788409104653099,0.34471022761632747
0.3375661722594474,0.2584826040929523,0.41783965938631606,0.11366336491403771,0.5803347780407151,0.9976666666666667,280,total,2016,46,2016-11-14,2016/17,133,319,Pre-pandemic,340,-21,9,1,34,2,2.6,46,0.02857142857142857,0.9714285714285714,1,43,2016/17,46,0.13943661569007934,0.31455017994887424
0.3572371647643533,0.2832103271914841,0.43753162905701926,0.1449068293711623,0.5897464665086684,0.9993333333333333,281,total,2016,47,2016-11-21,2016/17,140,326,Pre-pandemic,340,-14,12,0,33,0,2.5,45,0,1,0,45,2016/17,45,-0.021930703493970118,0.22824257705921316
0.48904757845631175,0.4182182553540065,0.5616247792859118,0.29296321741875453,0.6981783322489964,1,282,total,2016,48,2016-11-28,2016/17,147,333,Pre-pandemic,340,-7,14,0,70,1,4.6,85,0,1,0,84,2016/17,85,0.6349447890706957,0.5328229029330287
