"","Source","Year","Week","Season","date","cases_H3","gr","gr_smooth","date_int","log_y","fitted_log","fitted_se","lower","upper","r_week","lower_r","upper_r"
"17","FluNet",2012,17,"2011/12",2012-04-29,45,0.0222231367847101,-0.0662235649318279,173,3.80888224650863,3.36643327262987,0.476996852781875,2.43151944117739,4.30134710408234,-0.193091225309953,-0.206762262985776,-0.179420187634131
"18","FluNet",2012,18,"2011/12",2012-05-06,15,-1.0768723020317,-0.419120225914666,175,2.71469474382088,2.94587805494131,0.493906085765846,1.97782212684025,3.91393398304237,-0.210277608844278,-0.22684865716857,-0.193706560519986
"19","FluNet",2012,19,"2011/12",2012-05-13,18,0.176930708159078,-0.292572819029305,177,2.89591193827178,2.49555111782304,0.505978750727819,1.50383276639651,3.48726946924956,-0.225163468559137,-0.236994680221871,-0.213332256896403
"20","FluNet",2012,20,"2011/12",2012-05-20,8,-0.777704568588008,-0.559215387486878,179,2.09186406167839,2.02016096625846,0.506409301825727,1.02759873468003,3.01272319783688,-0.237695075782289,-0.238117015858239,-0.237273135706339
"21","FluNet",2012,21,"2011/12",2012-05-27,5,-0.435318071257845,-0.345363977228925,181,1.62924053973028,1.52683141393897,0.494657843026091,0.557302041607829,2.49636078627011,-0.246664776159745,-0.235148346536102,-0.258181205783389
"22","FluNet",2012,22,"2011/12",2012-06-03,3,-0.451985123743057,-0.55500258786297,183,1.1314021114911,1.02507076203808,0.47661348899536,0.0909083236071719,1.95923320046898,-0.250880325950445,-0.233196859000328,-0.268563792900562
"23","FluNet",2012,23,"2011/12",2012-06-10,11,1.18958406687384,0.100760290624311,185,2.40694510831829,0.524488604509884,0.459616047860831,-0.376358849297344,1.42533605831711,-0.250291078764096,-0.233633586452258,-0.266948571075935
"24","FluNet",2012,24,"2011/12",2012-06-17,0,-3.13549421592915,-0.799298424266124,187,-2.30258509299405,0.0346945353084904,0.45036962154521,-0.848029922920122,0.917418993537103,-0.244897034600697,-0.235835536811389,-0.253958532390005
"25","FluNet",2012,25,"2011/12",2012-06-24,2,1.6094379124341,-0.112157412207071,189,0.741937344729377,-0.434701851612005,0.452603435600205,-1.32180458538841,0.452400882164397,-0.234698193460248,-0.236887331234142,-0.232509055686353
"26","FluNet",2012,26,"2012/13",2012-07-01,0,-1.6094379124341,-1.04516473864305,191,-2.30258509299405,-0.8740909622975,0.465411934804118,-1.78629835451357,0.0381164299185719,-0.219694555342748,-0.232246884562582,-0.207142226122912
"27","FluNet",2012,27,"2012/13",2012-07-08,0,0,0,193,-2.30258509299405,-1.2738632027939,0.483664201462449,-2.2218450376603,-0.325881367927498,-0.199886120248199,-0.217773341573362,-0.181998898923035
"28","FluNet",2012,28,"2012/13",2012-07-15,0,0,-0.5364793041447,195,-2.30258509299405,-1.6244089791471,0.500089943741864,-2.60458526888115,-0.644232689413043,-0.1752728881766,-0.191370115610427,-0.159175660742772
"29","FluNet",2012,29,"2012/13",2012-07-22,0,0,0,197,-2.30258509299405,-1.91611869740299,0.507486089873438,-2.91079143355493,-0.921445961251055,-0.145854859127949,-0.153103082336891,-0.138606635919006
"30","FluNet",2012,30,"2012/13",2012-07-29,0,0,0,199,-2.30258509299405,-2.14106982013685,0.50151467137824,-3.1240385760382,-1.1581010642355,-0.112475561366928,-0.106623571241634,-0.118327551492223
"31","FluNet",2012,31,"2012/13",2012-08-05,0,0,0,201,-2.30258509299405,-2.29924388560336,0.485693086011765,-3.25120233418642,-1.3472854370203,-0.0790870327332562,-0.0635818790741114,-0.0945921863924011
"32","FluNet",2012,32,"2012/13",2012-08-12,0,0,0,203,-2.30258509299405,-2.39293525709288,0.467020318155808,-3.30829508067826,-1.47757543350749,-0.0468456857447579,-0.0285463732459199,-0.0651449982435959
"33","FluNet",2012,33,"2012/13",2012-08-19,0,0,0,205,-2.30258509299405,-2.4244385868898,0.452857222052039,-3.31203874211179,-1.5368384316678,-0.0157516648984581,-0.00187183071676422,-0.0296314990801521
"34","FluNet",2012,34,"2012/13",2012-08-26,4,2.19722457733622,0.732408192445406,207,1.41098697371026,-2.39604852727852,0.448799485018419,-3.27569551791462,-1.51640153664242,0.014195029805639,0.0181716120985864,0.0102184475126915
