"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H3)","A not subtyped"
"781","United Kingdom, England","Sentinel","2022-10",2022-03-07,62,4,58,4,0
"782","United Kingdom, England","Sentinel","2022-11",2022-03-14,87,4,83,4,0
"783","United Kingdom, England","Sentinel","2022-12",2022-03-21,107,7,99,7,0
"784","United Kingdom, England","Sentinel","2022-13",2022-03-28,103,3,98,3,0
"785","United Kingdom, England","Sentinel","2022-14",2022-04-04,99,5,94,5,0
"786","United Kingdom, England","Sentinel","2022-15",2022-04-11,57,4,53,4,0
"787","United Kingdom, England","Sentinel","2022-16",2022-04-18,53,5,48,5,0
"788","United Kingdom, England","Sentinel","2022-17",2022-04-25,35,2,33,2,0
"789","United Kingdom, England","Sentinel","2022-18",2022-05-02,25,4,21,4,0
"790","United Kingdom, England","Sentinel","2022-19",2022-05-09,46,2,44,2,0
"791","United Kingdom, England","Sentinel","2022-20",2022-05-16,45,2,42,2,0
"792","United Kingdom, England","Sentinel","2022-38",2022-09-19,1,0,0,0,0
