Year,Week,date,age_group,ILI,ILI_per_100k,flu_samples,prop_flu,smooth_total_samples,smooth_flu_samples,smooth_prop,ILI_flu
2023,1,2023-01-08,19-64,11439.211888999998,32.9,9.121,0.032448104733275224,270.31500000000005,5.527666666666682,0.020448982360086125,233.92024213144845
2023,2,2023-01-15,19-64,5771.760406000001,16.600000000000005,0.829,0.002906324498667788,247.09800000000004,6.633333333333348,0.02684494950721312,154.9426166668019
2023,3,2023-01-22,19-64,3129.2676900000006,9.000000000000002,9.95,0.0568704667950777,200.1106666666667,5.527666666666682,0.02762304857978592,86.43991342002448
2023,4,2023-01-29,19-64,1599.403486,4.6,5.804,0.04141779595098942,150.63600000000005,5.251333333333348,0.03486107791851448,55.756929548589675
2023,5,2023-02-05,19-64,1912.3302549999996,5.499999999999999,0,0,149.25400000000005,3.5930000000000146,0.024073056668498086,46.03563459749839
2023,6,2023-02-12,19-64,1390.78564,4,4.975,0.02912541785461294,155.61100000000002,4.698666666666681,0.03019495194212929,41.994705561603524
2023,7,2023-02-19,19-64,1564.6338450000003,4.500000000000001,9.121,0.05729127408859074,161.41533333333336,7.739000000000015,0.04794463970791713,75.01580597333808
2023,8,2023-02-26,19-64,1425.5552809999997,4.099999999999999,9.121,0.05913933177288318,149.53033333333337,9.397333333333348,0.06284566565089365,89.58997055659174
2023,9,2023-03-05,19-64,1425.5552809999997,4.099999999999999,9.95,0.07361754391157016,144.00233333333338,7.739000000000014,0.05374218473311783,76.61245525877368
2023,10,2023-03-12,19-64,1321.246358,3.8000000000000003,4.146,0.029070256625999158,148.14833333333337,6.633333333333347,0.04477494403132004,59.158731731035445
2023,11,2023-03-19,19-64,938.7803069999999,2.6999999999999997,5.804,0.0348239303521393,147.31900000000005,4.975000000000014,0.03377025366721205,31.7028491051732
2023,12,2023-03-26,19-64,834.4713840000001,2.4000000000000004,4.975,0.037499057812617774,140.68566666666672,4.698666666666681,0.03339833245272567,27.86995270511811
2023,13,2023-04-02,19-64,1077.8588710000001,3.1,3.317,0.027029009126466757,115.81000000000004,4.975000000000015,0.04295829375701591,46.30297800902352
2023,14,2023-04-09,19-64,695.39282,2,6.633,0.07206649282920469,97.56800000000004,3.316666666666681,0.03399338580955518,23.638756419454563
2023,15,2023-04-16,19-64,764.9321019999998,2.1999999999999993,0,0,96.18600000000004,2.2110000000000145,0.022986713243091653,17.58327487910933
2023,16,2023-04-23,19-64,625.8535380000003,1.8000000000000007,0,0,97.2916666666667,1.4506914188435378e-14,1.4910746917449634e-16,9.331943712508452e-14
2023,17,2023-04-30,19-64,417.23569200000003,1.2000000000000002,0,0,94.25133333333338,1.4506914188435378e-14,1.5391733650206934e-16,6.421980640623777e-14
2023,18,2023-05-07,19-64,521.5446149999999,1.4999999999999998,0,0,74.90366666666671,1.4506914188435378e-14,1.9367428637363594e-16,1.0100978112213769e-13
2023,19,2023-05-14,19-64,591.0838970000001,1.7000000000000004,0,0,63.57133333333337,1.4506914188435378e-14,2.281989920263122e-16,1.3488474949838457e-13
2023,20,2023-05-21,19-64,556.3142560000002,1.6000000000000008,0,0,64.40033333333338,1.4506914188435378e-14,2.252614767278953e-16,1.2531617083134043e-13
2023,21,2023-05-28,19-64,591.0838970000001,1.7000000000000004,0,0,61.36000000000004,1.4506914188435378e-14,2.3642298221048515e-16,1.3974581766533526e-13
2022,22,2022-06-05,65+,21.962183999999993,0.19999999999999996,0,0,7.529000000000013,1.7171449447535753e-14,2.2807078559617113e-15,5.008932558287659e-14
2022,23,2022-06-12,65+,131.77310399999996,1.1999999999999997,0,0,6.656000000000013,1.7171449447535753e-14,2.5798451694014e-15,3.399542058114282e-13
2022,24,2022-06-19,65+,32.94327599999999,0.29999999999999993,0,0,8.838000000000013,1.7171449447535753e-14,1.942911229637444e-15,6.400586088144567e-14
2022,25,2022-06-26,65+,54.90546,0.5,0,0,10.911000000000014,1.7171449447535753e-14,1.573774122219387e-15,8.640879211655166e-14
2022,26,2022-07-03,65+,98.82982799999998,0.8999999999999997,0,0,12.329333333333347,1.7171449447535753e-14,1.3927313815996324e-15,1.37643402893694e-13
2022,27,2022-07-10,65+,65.88655199999998,0.5999999999999999,0,0,14.184333333333347,1.7171449447535753e-14,1.210592633718121e-15,7.976177451228592e-14
2022,28,2022-07-17,65+,43.92436799999999,0.3999999999999999,0,0,14.184333333333347,1.7171449447535753e-14,1.210592633718121e-15,5.317451634152394e-14
2022,29,2022-07-24,65+,43.92436799999999,0.3999999999999999,0,0,13.966333333333347,1.7171449447535753e-14,1.2294887310581926e-15,5.4004515474853066e-14
2022,30,2022-07-31,65+,65.88655199999998,0.5999999999999999,0,0,14.948333333333347,0.10900000000001718,0.007291782807449019,0.48043042711569567
2022,31,2022-08-07,65+,43.92436799999999,0.3999999999999999,0.327,0.01664969450101833,12.22066666666668,0.21800000000001718,0.017838634007966037,0.7835507247832149
2022,32,2022-08-14,65+,43.92436799999999,0.3999999999999999,0.327,0.04343206269092841,13.639000000000015,0.3270000000000172,0.02397536476281376,1.053102744776064
2022,33,2022-08-21,65+,87.84873599999997,0.7999999999999998,0.327,0.023785277858597617,9.49266666666668,0.3270000000000172,0.0344476437952121,3.0261819655876248
2022,34,2022-08-28,65+,43.92436799999999,0.3999999999999999,0.327,0.045410359672267746,10.038000000000014,0.2180000000000172,0.02171747360032047,0.953926302450761
2022,35,2022-09-04,65+,10.981091999999997,0.09999999999999998,0,0,8.401333333333348,0.2180000000000172,0.025948262180608257,0.28494025424537983
2022,36,2022-09-11,65+,109.81092,1,0.327,0.03699932111337407,10.147333333333348,0.2180000000000172,0.021483476775509186,2.359120349517297
2022,37,2022-09-18,65+,98.82982799999998,0.8999999999999997,0.327,0.02628828683977812,11.566000000000015,1.0910000000000173,0.09432820335466158,9.322440113090225
2022,38,2022-09-25,65+,120.79201200000004,1.1000000000000005,2.619,0.19514194173310487,14.075666666666683,1.0910000000000173,0.07750965022379161,9.362546599948042
2022,39,2022-10-02,65+,153.73528799999997,1.3999999999999997,0.327,0.019979226492332133,21.71333333333335,0.9820000000000174,0.045225667792447806,6.952781063064286
2022,40,2022-10-09,65+,197.65965599999996,1.7999999999999994,0,0,30.224000000000018,0.8726666666666839,0.028873301570496408,5.707086856008578
2022,41,2022-10-16,65+,296.4894840000001,2.700000000000001,2.291,0.058814468718712286,38.843666666666685,0.7636666666666839,0.019660004633960497,5.828984629360559
2022,42,2022-10-23,65+,274.5273,2.5000000000000004,0,0,40.15300000000002,1.5273333333333508,0.03803783860068612,10.44242512888214
2022,43,2022-10-30,65+,285.5083920000001,2.6000000000000005,2.291,0.05832484725050916,37.316000000000024,0.8726666666666841,0.023385857719656008,6.6768586330797755
2022,44,2022-11-06,65+,318.45166800000004,2.9000000000000004,0.327,0.010741738387753762,35.57033333333336,1.3090000000000173,0.03680032986290119,11.719126427791096
2022,45,2022-11-13,65+,285.5083920000001,2.6000000000000005,1.309,0.03538889940252508,41.02566666666669,1.6363333333333507,0.03988560007150036,11.387673540369157
2022,46,2022-11-20,65+,252.56511599999993,2.2999999999999994,3.273,0.05881824389893254,40.807333333333354,3.3823333333333507,0.08288542908954312,20.933968012710228
2022,47,2022-11-27,65+,296.4894840000001,2.700000000000001,5.565,0.18682646792224797,40.26166666666669,9.711000000000018,0.24119716852258175,71.51242403752133
2022,48,2022-12-04,65+,494.14914000000005,4.500000000000001,20.295,0.5740835030549899,39.27966666666669,16.69433333333335,0.42501209277064483,210.0193601322144
2022,49,2022-12-11,65+,944.373912,8.6,24.223,0.45963946869070205,48.77233333333336,24.33200000000002,0.49888939767764523,471.13813214016153
2022,50,2022-12-18,65+,1614.220524,14.700000000000001,28.478,0.4887668411567837,68.41233333333336,18.76733333333335,0.27432675394787503,442.8238765049579
2022,51,2022-12-25,65+,2723.310816,24.8,3.601,0.03819798031228785,77.90500000000003,11.566000000000017,0.14846287144599207,404.31054358328777
2022,52,2023-01-01,65+,3579.8359920000007,32.6,2.619,0.03226243563527064,99.61800000000004,2.5096666666666834,0.025192903558259375,90.1864629008418
2023,1,2023-01-08,65+,1043.2037400000002,9.500000000000002,1.309,0.01060743573952222,104.63700000000001,1.30933333333335,0.012513100847055533,13.053713602645502
2023,2,2023-01-15,65+,790.6386239999998,7.1999999999999975,0,0,95.3626666666667,0.763666666666683,0.008008025502642712,6.331454264366341
