date,Week,Influenza A not subtyped,Influenza A H1N1pdm09,Influenza A H3N2,Influenza B,Percentage testing positive for overall influenza,Year,total_cases,H1_prop,H3_prop,H1_adj,H3_adj,Season
2023-06-12,24,9,1,2,3,0.5,2023,15,0.3333333333333333,0.6666666666666666,4,8,2022/23
2023-06-19,25,7,4,3,5,0.6,2023,19,0.5714285714285714,0.42857142857142855,8,6,2022/23
2023-06-26,26,3,3,4,2,0.4,2023,12,0.42857142857142855,0.5714285714285714,4,6,2022/23
2023-07-03,27,7,6,6,2,0.7,2023,21,0.5,0.5,10,10,2023/24
2023-07-10,28,8,5,5,2,0.7,2023,20,0.5,0.5,9,9,2023/24
2023-07-17,29,4,6,11,5,0.9,2023,26,0.35294117647058826,0.6470588235294118,7,14,2023/24
2023-07-24,30,4,5,13,4,0.8,2023,26,0.2777777777777778,0.7222222222222222,6,16,2023/24
2023-07-31,31,5,1,9,2,0.5,2023,17,0.1,0.9,1,13,2023/24
2023-08-07,32,30,2,5,7,1.1,2023,44,0.2857142857142857,0.7142857142857143,11,26,2023/24
2023-08-14,33,8,5,5,3,0.6,2023,21,0.5,0.5,9,9,2023/24
2023-08-21,34,10,3,7,7,0.8,2023,27,0.3,0.7,6,14,2023/24
2023-08-28,35,7,4,8,1,0.7,2023,20,0.3333333333333333,0.6666666666666666,6,13,2023/24
2023-09-04,36,18,3,12,4,1,2023,37,0.2,0.8,7,26,2023/24
2023-09-11,37,28,4,12,6,1.3,2023,50,0.25,0.75,11,33,2023/24
2023-09-18,38,17,5,14,4,0.9,2023,40,0.2631578947368421,0.7368421052631579,9,27,2023/24
2023-09-25,39,8,6,7,5,0.6,2023,26,0.46153846153846156,0.5384615384615384,10,11,2023/24
2023-10-02,40,15,14,13,7,1.1,2023,49,0.5185185185185185,0.48148148148148145,22,20,2023/24
2023-10-09,41,24,8,10,16,1.1,2023,58,0.4444444444444444,0.5555555555555556,19,23,2023/24
2023-10-16,42,22,14,18,14,1,2023,68,0.4375,0.5625,24,30,2023/24
2023-10-23,43,28,7,22,14,1.1,2023,71,0.2413793103448276,0.7586206896551724,14,43,2023/24
2023-10-30,44,50,10,23,17,1.6,2023,100,0.30303030303030304,0.696969696969697,25,58,2023/24
2023-11-06,45,77,17,41,19,1.9,2023,154,0.29310344827586204,0.7068965517241379,40,95,2023/24
2023-11-13,46,63,16,46,15,1.7,2023,140,0.25806451612903225,0.7419354838709677,32,93,2023/24
2023-11-20,47,79,8,55,14,2,2023,156,0.12698412698412698,0.873015873015873,18,124,2023/24
2023-11-27,48,102,43,75,11,2.9,2023,231,0.3644067796610169,0.635593220338983,80,140,2023/24
2023-12-04,49,249,87,155,15,6.1,2023,506,0.359504132231405,0.640495867768595,177,314,2023/24
2023-12-11,50,437,152,296,21,9.6,2023,906,0.3392857142857143,0.6607142857142857,300,585,2023/24
2023-12-18,51,685,203,325,28,11.4,2023,1241,0.38446969696969696,0.615530303030303,466,747,2023/24
2023-12-25,52,739,206,296,24,11.7,2023,1265,0.4103585657370518,0.5896414342629482,509,732,2023/24
2024-01-01,1,572,157,216,26,9.7,2024,971,0.42091152815013405,0.579088471849866,398,547,2023/24
2024-01-08,2,571,198,221,24,10,2024,1014,0.47255369928400953,0.5274463007159904,468,522,2023/24
2024-01-15,3,772,354,385,30,13.8,2024,1541,0.4790257104194858,0.5209742895805142,724,787,2023/24
2024-01-22,4,1006,443,503,68,17.6,2024,2020,0.4682875264270613,0.5317124735729387,914,1038,2023/24
2024-01-29,5,837,361,492,68,15.4,2024,1758,0.4232121922626026,0.5767878077373975,715,975,2023/24
2024-02-05,6,576,251,375,77,12.9,2024,1279,0.4009584664536741,0.5990415335463258,482,720,2023/24
2024-02-12,7,519,218,299,94,10.9,2024,1130,0.42166344294003866,0.5783365570599613,437,599,2023/24
2024-02-19,8,386,154,207,80,8.3,2024,827,0.4265927977839335,0.5734072022160664,319,428,2023/24
2024-02-26,9,230,84,145,71,6.3,2024,530,0.36681222707423583,0.6331877729257642,168,291,2023/24
2024-03-04,10,194,87,124,103,5.8,2024,508,0.41232227488151657,0.5876777251184834,167,238,2023/24
2024-03-11,11,304,84,146,124,6.5,2024,658,0.3652173913043478,0.6347826086956522,195,339,2023/24
2024-03-18,12,214,68,93,101,5,2024,476,0.422360248447205,0.577639751552795,158,217,2023/24
2024-03-25,13,167,37,61,74,3.9,2024,339,0.37755102040816324,0.6224489795918368,100,165,2023/24
2024-04-01,14,121,28,60,70,3.8,2024,279,0.3181818181818182,0.6818181818181818,66,142,2023/24
2024-04-08,15,82,29,52,47,2.8,2024,210,0.35802469135802467,0.6419753086419753,58,105,2023/24
2024-04-15,16,55,31,55,42,2.5,2024,183,0.36046511627906974,0.6395348837209303,51,90,2023/24
2024-04-22,17,60,24,42,54,2.6,2024,180,0.36363636363636365,0.6363636363636364,46,80,2023/24
2024-04-29,18,72,19,46,50,2.7,2024,187,0.2923076923076923,0.7076923076923077,40,97,2023/24
2024-05-06,19,31,14,32,47,2.1,2024,124,0.30434782608695654,0.6956521739130435,23,54,2023/24
2024-05-13,20,22,12,25,32,1.5,2024,91,0.32432432432432434,0.6756756756756757,19,40,2023/24
2024-05-20,21,11,6,18,20,1.1,2024,55,0.25,0.75,9,26,2023/24
2024-05-27,22,8,5,18,9,1,2024,40,0.21739130434782608,0.782608695652174,7,24,2023/24
2024-06-03,23,20,6,22,13,1.1,2024,61,0.21428571428571427,0.7857142857142857,10,38,2023/24
2024-06-10,24,27,3,15,11,1,2024,56,0.16666666666666666,0.8333333333333334,7,37,2023/24
2024-06-17,25,23,1,21,9,1,2024,54,0.045454545454545456,0.9545454545454546,2,43,2023/24
2024-06-24,26,12,8,21,3,0.8,2024,44,0.27586206896551724,0.7241379310344828,11,30,2023/24
2024-07-01,27,14,7,13,9,0.8,2024,43,0.35,0.65,12,22,2024/25
2024-07-08,28,43,5,22,5,1.4,2024,75,0.18518518518518517,0.8148148148148148,13,57,2024/25
2024-07-15,29,24,10,43,10,1.5,2024,87,0.18867924528301888,0.8113207547169812,15,62,2024/25
2024-07-22,30,22,5,37,13,1.4,2024,77,0.11904761904761904,0.8809523809523809,8,56,2024/25
2024-07-29,31,22,7,43,8,1.5,2024,80,0.14,0.86,10,62,2024/25
2024-08-05,32,11,1,39,2,1.1,2024,53,0.025,0.975,1,50,2024/25
2024-08-12,33,42,6,22,9,1.7,2024,79,0.21428571428571427,0.7857142857142857,15,55,2024/25
2024-08-19,34,24,9,20,3,1.3,2024,56,0.3103448275862069,0.6896551724137931,16,37,2024/25
2024-08-26,35,12,10,17,4,1,2024,43,0.37037037037037035,0.6296296296296297,14,25,2024/25
2024-09-02,36,13,7,29,5,1.3,2024,54,0.19444444444444445,0.8055555555555556,10,39,2024/25
2024-09-09,37,19,8,24,5,1.3,2024,56,0.25,0.75,13,38,2024/25
2024-09-16,38,31,7,35,15,1.6,2024,88,0.16666666666666666,0.8333333333333334,12,61,2024/25
2024-09-23,39,35,21,34,15,1.8,2024,105,0.38181818181818183,0.6181818181818182,34,56,2024/25
2024-09-30,40,50,13,40,7,2,2024,110,0.24528301886792453,0.7547169811320755,25,78,2024/25
2024-10-07,41,55,39,53,19,2.7,2024,166,0.42391304347826086,0.5760869565217391,62,85,2024/25
2024-10-14,42,65,36,38,9,2.4,2024,148,0.4864864864864865,0.5135135135135135,68,71,2024/25
2024-10-21,43,110,56,36,23,3.3,2024,225,0.6086956521739131,0.391304347826087,123,79,2024/25
2024-10-28,44,84,35,47,18,3.1,2024,184,0.4268292682926829,0.573170731707317,71,95,2024/25
2024-11-04,45,92,62,48,15,3.4,2024,217,0.5636363636363636,0.43636363636363634,114,88,2024/25
2024-11-11,46,110,138,79,17,4.7,2024,344,0.6359447004608295,0.3640552995391705,208,119,2024/25
2024-11-18,47,236,229,106,28,7.4,2024,599,0.6835820895522388,0.3164179104477612,390,181,2024/25
2024-11-25,48,327,385,139,38,10.9,2024,889,0.7347328244274809,0.2652671755725191,625,226,2024/25
2024-12-02,49,475,606,70,35,15.2,2024,1186,0.8964497041420119,0.10355029585798817,1032,119,2024/25
2024-12-09,50,798,741,59,68,18.9,2024,1666,0.92625,0.07375,1480,118,2024/25
2024-12-16,51,1010,900,64,83,22.2,2024,2057,0.9336099585062241,0.06639004149377593,1843,131,2024/25
2024-12-23,52,1565,855,82,110,27.3,2024,2612,0.9124866595517609,0.08751334044823907,2283,219,2024/25
2024-12-30,1,1120,861,92,145,23.6,2024,2218,0.9034627492130115,0.09653725078698845,1873,200,2024/25
2025-01-06,2,631,810,75,155,18,2025,1671,0.9152542372881356,0.0847457627118644,1388,128,2024/25
2025-01-13,3,578,551,73,236,15.8,2025,1438,0.8830128205128205,0.11698717948717949,1061,141,2024/25
2025-01-20,4,521,388,88,262,14.3,2025,1259,0.8151260504201681,0.18487394957983194,813,184,2024/25
2025-01-27,5,410,311,118,289,13.6,2025,1128,0.7249417249417249,0.27505827505827507,608,231,2024/25
2025-02-03,6,280,241,93,334,12.1,2025,948,0.7215568862275449,0.27844311377245506,443,171,2024/25
2025-02-10,7,249,151,104,367,11,2025,871,0.592156862745098,0.40784313725490196,298,206,2024/25
2025-02-17,8,200,122,111,405,10.5,2025,838,0.5236051502145923,0.47639484978540775,227,206,2024/25
2025-02-24,9,156,100,78,322,9.4,2025,656,0.5617977528089888,0.43820224719101125,188,146,2024/25
2025-03-03,10,82,51,61,227,7.3,2025,421,0.45535714285714285,0.5446428571428571,88,106,2024/25
2025-03-10,11,135,38,90,218,7.6,2025,481,0.296875,0.703125,78,185,2024/25
2025-03-17,12,150,24,75,231,6.9,2025,480,0.24242424242424243,0.7575757575757576,60,189,2024/25
2025-03-24,13,122,24,59,232,6.5,2025,437,0.2891566265060241,0.7108433734939759,59,146,2024/25
2025-03-31,14,121,21,61,139,5,2025,342,0.25609756097560976,0.7439024390243902,52,151,2024/25
2025-04-07,15,87,20,53,102,4,2025,262,0.273972602739726,0.726027397260274,44,116,2024/25
2025-04-14,16,75,18,29,85,3.1,2025,207,0.3829787234042553,0.6170212765957447,47,75,2024/25
2025-04-21,17,45,8,27,51,2.1,2025,131,0.22857142857142856,0.7714285714285715,18,62,2024/25
2025-04-28,18,29,13,31,21,1.7,2025,94,0.29545454545454547,0.7045454545454546,22,51,2024/25
2025-05-05,19,47,9,17,20,1.8,2025,93,0.34615384615384615,0.6538461538461539,25,48,2024/25
2025-05-12,20,39,23,9,9,1.4,2025,80,0.71875,0.28125,51,20,2024/25
2025-05-19,21,24,23,12,7,1.3,2025,66,0.6571428571428571,0.34285714285714286,39,20,2024/25
2025-05-26,22,29,16,11,5,1,2025,61,0.5925925925925926,0.4074074074074074,33,23,2024/25
2025-06-02,23,34,8,5,4,0.7,2025,51,0.6153846153846154,0.38461538461538464,29,18,2024/25
2025-06-09,24,38,8,5,1,1.1,2025,52,0.6153846153846154,0.38461538461538464,31,20,2024/25
2025-06-16,25,24,5,5,2,0.7,2025,36,0.5,0.5,17,17,2024/25
2025-06-23,26,34,7,6,0,1,2025,47,0.5384615384615384,0.46153846153846156,25,22,2024/25
2025-06-30,27,4,13,1,1,0.6,2025,19,0.9285714285714286,0.07142857142857142,17,1,2024/25
2025-07-07,28,25,9,6,5,1.2,2025,45,0.6,0.4,24,16,2025/26
2025-07-14,29,6,10,7,1,0.7,2025,24,0.5882352941176471,0.4117647058823529,14,9,2025/26
2025-07-21,30,7,17,3,2,0.9,2025,29,0.85,0.15,23,4,2025/26
2025-07-28,31,5,9,3,0,0.5,2025,17,0.75,0.25,13,4,2025/26
2025-08-04,32,9,11,11,3,1,2025,34,0.5,0.5,15,15,2025/26
2025-08-11,33,21,10,3,0,1,2025,34,0.7692307692307693,0.23076923076923078,26,8,2025/26
2025-08-18,34,10,14,8,1,1.2,2025,33,0.6363636363636364,0.36363636363636365,20,12,2025/26
2025-08-25,35,8,23,13,0,1.6,2025,44,0.6388888888888888,0.3611111111111111,28,16,2025/26
2025-09-01,36,9,7,10,4,1.1,2025,30,0.4117647058823529,0.5882352941176471,11,15,2025/26
2025-09-08,37,29,6,10,2,1.3,2025,47,0.375,0.625,17,28,2025/26
2025-09-15,38,13,13,25,2,1.3,2025,53,0.34210526315789475,0.6578947368421053,17,34,2025/26
2025-09-22,39,37,24,32,6,2.7,2025,99,0.42857142857142855,0.5714285714285714,40,53,2025/26
2025-09-29,40,76,55,109,4,4.8,2025,244,0.3353658536585366,0.6646341463414634,80,160,2025/26
2025-10-06,41,114,73,162,6,6.5,2025,355,0.31063829787234043,0.6893617021276596,108,241,2025/26
2025-10-13,42,72,66,245,9,7.4,2025,392,0.21221864951768488,0.7877813504823151,81,302,2025/26
2025-10-20,43,141,51,387,10,9.4,2025,589,0.11643835616438356,0.8835616438356164,67,512,2025/26
2025-10-27,44,235,53,478,6,11.9,2025,772,0.09981167608286252,0.9001883239171374,76,690,2025/26
2025-11-03,45,203,30,451,12,12.8,2025,696,0.062370062370062374,0.9376299376299376,43,641,2025/26
2025-11-10,46,232,23,360,7,11,2025,622,0.06005221932114883,0.9399477806788512,37,578,2025/26
2025-11-17,47,249,26,282,7,10.5,2025,564,0.08441558441558442,0.9155844155844156,47,510,2025/26
2025-11-24,48,412,50,487,8,15.5,2025,957,0.0931098696461825,0.9068901303538175,88,861,2025/26
2025-12-01,49,688,39,639,7,21.5,2025,1373,0.05752212389380531,0.9424778761061947,79,1287,2025/26
