"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H1)","A (H1N1)pdm09","A (H3)","A not subtyped","B (Victoria)","B (Yamagata)","B (lineage not determined)"
"513","United Kingdom, England","Not defined","1998-42",1998-10-12,15,0,15,0,NA,0,0,NA,NA,0
"514","United Kingdom, England","Not defined","1998-43",1998-10-19,27,0,27,0,NA,0,0,NA,NA,0
"515","United Kingdom, England","Not defined","1998-44",1998-10-26,45,0,45,0,NA,0,0,NA,NA,0
"516","United Kingdom, England","Not defined","1998-45",1998-11-02,95,0,95,0,NA,0,0,NA,NA,0
"517","United Kingdom, England","Not defined","1998-46",1998-11-09,124,6,118,NA,NA,6,NA,NA,NA,NA
"518","United Kingdom, England","Not defined","1998-47",1998-11-16,195,2,193,0,NA,1,0,NA,NA,1
"519","United Kingdom, England","Not defined","1998-48",1998-11-23,165,7,158,NA,NA,6,NA,NA,NA,1
"520","United Kingdom, England","Not defined","1998-49",1998-11-30,234,8,226,NA,NA,5,NA,NA,NA,3
"521","United Kingdom, England","Not defined","1998-50",1998-12-07,326,29,297,NA,NA,25,NA,NA,NA,4
"522","United Kingdom, England","Not defined","1998-51",1998-12-14,431,54,377,NA,NA,50,NA,NA,NA,4
"523","United Kingdom, England","Not defined","1998-52",1998-12-21,344,42,302,0,NA,40,0,NA,NA,2
"524","United Kingdom, England","Not defined","1998-53",1998-12-28,629,81,548,0,NA,80,0,NA,NA,1
"525","United Kingdom, England","Not defined","1999-01",1999-01-04,438,99,339,0,NA,93,0,NA,NA,6
"526","United Kingdom, England","Not defined","1999-02",1999-01-11,411,111,300,0,NA,108,0,NA,NA,3
"527","United Kingdom, England","Not defined","1999-03",1999-01-18,329,119,210,0,NA,116,0,NA,NA,3
"528","United Kingdom, England","Not defined","1999-04",1999-01-25,280,99,181,0,NA,89,0,NA,NA,10
"529","United Kingdom, England","Not defined","1999-05",1999-02-01,257,113,144,0,NA,104,0,NA,NA,9
"530","United Kingdom, England","Not defined","1999-06",1999-02-08,172,40,132,0,NA,38,0,NA,NA,2
"531","United Kingdom, England","Not defined","1999-07",1999-02-15,170,50,120,0,NA,37,0,NA,NA,13
"532","United Kingdom, England","Not defined","1999-08",1999-02-22,165,40,125,0,NA,22,0,NA,NA,18
"533","United Kingdom, England","Not defined","1999-09",1999-03-01,132,45,87,0,NA,22,0,NA,NA,23
"534","United Kingdom, England","Not defined","1999-10",1999-03-08,126,27,99,0,NA,11,0,NA,NA,16
"535","United Kingdom, England","Not defined","1999-11",1999-03-15,91,25,66,0,NA,5,0,NA,NA,20
"536","United Kingdom, England","Not defined","1999-12",1999-03-22,49,33,16,0,NA,5,0,NA,NA,28
"537","United Kingdom, England","Not defined","1999-13",1999-03-29,21,4,17,0,NA,2,0,NA,NA,2
"538","United Kingdom, England","Not defined","1999-14",1999-04-05,29,3,26,0,NA,0,0,NA,NA,3
"539","United Kingdom, England","Not defined","1999-15",1999-04-12,23,8,15,0,NA,0,0,NA,NA,8
"540","United Kingdom, England","Not defined","1999-16",1999-04-19,41,9,32,0,NA,1,0,NA,NA,8
"541","United Kingdom, England","Not defined","1999-17",1999-04-26,21,5,16,0,NA,1,0,NA,NA,4
"542","United Kingdom, England","Not defined","1999-18",1999-05-03,18,4,14,0,NA,0,0,NA,NA,4
"543","United Kingdom, England","Not defined","1999-19",1999-05-10,9,2,7,0,NA,0,0,NA,NA,2
"544","United Kingdom, England","Not defined","1999-20",1999-05-17,15,0,15,0,NA,0,0,NA,NA,0
"545","United Kingdom, England","Not defined","1999-21",1999-05-24,1,0,1,0,NA,0,0,NA,NA,0
"546","United Kingdom, England","Not defined","1999-22",1999-05-31,10,0,10,0,NA,0,0,NA,NA,0
"547","United Kingdom, England","Not defined","1999-23",1999-06-07,3,0,3,0,NA,0,0,NA,NA,0
"548","United Kingdom, England","Not defined","1999-24",1999-06-14,2,0,2,0,NA,0,0,NA,NA,0
"549","United Kingdom, England","Not defined","1999-25",1999-06-21,2,0,2,0,NA,0,0,NA,NA,0
"550","United Kingdom, England","Not defined","1999-26",1999-06-28,5,0,5,0,NA,0,0,NA,NA,0
"551","United Kingdom, England","Not defined","1999-27",1999-07-05,9,0,9,0,NA,0,0,NA,NA,0
"552","United Kingdom, England","Not defined","1999-28",1999-07-12,4,1,3,0,NA,0,0,NA,NA,1
"553","United Kingdom, England","Not defined","1999-29",1999-07-19,1,1,0,0,NA,1,0,NA,NA,0
"554","United Kingdom, England","Not defined","1999-30",1999-07-26,0,0,0,0,NA,0,0,NA,NA,0
"555","United Kingdom, England","Not defined","1999-31",1999-08-02,0,0,0,0,NA,0,0,NA,NA,0
"556","United Kingdom, England","Not defined","1999-32",1999-08-09,2,0,2,0,NA,0,0,NA,NA,0
"557","United Kingdom, England","Not defined","1999-33",1999-08-16,2,0,2,0,NA,0,0,NA,NA,0
"558","United Kingdom, England","Not defined","1999-34",1999-08-23,1,0,1,0,NA,0,0,NA,NA,0
"559","United Kingdom, England","Not defined","1999-35",1999-08-30,1,0,1,0,NA,0,0,NA,NA,0
"560","United Kingdom, England","Not defined","1999-36",1999-09-06,10,0,10,0,NA,0,0,NA,NA,0
"561","United Kingdom, England","Not defined","1999-37",1999-09-13,2,0,2,0,NA,0,0,NA,NA,0
"562","United Kingdom, England","Not defined","1999-38",1999-09-20,4,0,4,0,NA,0,0,NA,NA,0
"563","United Kingdom, England","Not defined","1999-39",1999-09-27,18,1,17,0,NA,1,0,NA,NA,0
"564","United Kingdom, England","Not defined","1999-40",1999-10-04,19,1,18,0,NA,1,0,NA,NA,0
"565","United Kingdom, England","Not defined","1999-42",1999-10-18,35,3,32,0,NA,3,0,NA,NA,0
"566","United Kingdom, England","Not defined","1999-43",1999-10-25,24,1,23,0,NA,1,0,NA,NA,0
"567","United Kingdom, England","Not defined","1999-44",1999-11-01,53,3,50,0,NA,3,0,NA,NA,0
"568","United Kingdom, England","Not defined","1999-45",1999-11-08,45,5,40,1,NA,4,0,NA,NA,0
"569","United Kingdom, England","Not defined","1999-46",1999-11-15,62,14,48,0,NA,14,0,NA,NA,0
"570","United Kingdom, England","Not defined","1999-47",1999-11-22,159,24,135,0,NA,24,0,NA,NA,0
"571","United Kingdom, England","Not defined","1999-48",1999-11-29,199,28,171,0,NA,28,0,NA,NA,0
"572","United Kingdom, England","Not defined","1999-49",1999-12-06,295,43,252,0,NA,43,0,NA,NA,0
"573","United Kingdom, England","Not defined","1999-50",1999-12-13,509,111,398,0,NA,111,0,NA,NA,0
"574","United Kingdom, England","Not defined","1999-51",1999-12-20,194,26,168,0,NA,26,0,NA,NA,0
"575","United Kingdom, England","Not defined","1999-52",1999-12-27,437,73,364,0,NA,70,0,NA,NA,3
"576","United Kingdom, England","Not defined","2000-01",2000-01-03,553,63,490,0,NA,59,0,NA,NA,4
"577","United Kingdom, England","Not defined","2000-02",2000-01-10,304,54,250,2,NA,52,0,NA,NA,0
"578","United Kingdom, England","Not defined","2000-03",2000-01-17,252,58,194,0,NA,51,0,NA,NA,7
"579","United Kingdom, England","Not defined","2000-04",2000-01-24,116,22,94,0,NA,22,0,NA,NA,0
"580","United Kingdom, England","Not defined","2000-05",2000-01-31,95,21,74,0,NA,20,0,NA,NA,1
"581","United Kingdom, England","Not defined","2000-06",2000-02-07,59,22,37,0,NA,22,0,NA,NA,0
"582","United Kingdom, England","Not defined","2000-07",2000-02-14,46,10,36,0,NA,7,0,NA,NA,3
"583","United Kingdom, England","Not defined","2000-08",2000-02-21,23,4,19,0,NA,4,0,NA,NA,0
"584","United Kingdom, England","Not defined","2000-09",2000-02-28,63,6,57,0,NA,4,0,NA,NA,2
"585","United Kingdom, England","Not defined","2000-10",2000-03-06,15,3,12,0,NA,3,0,NA,NA,0
"586","United Kingdom, England","Not defined","2000-11",2000-03-13,3,1,2,0,NA,1,0,NA,NA,0
"587","United Kingdom, England","Not defined","2000-12",2000-03-20,11,3,8,0,NA,2,0,NA,NA,1
"588","United Kingdom, England","Not defined","2000-13",2000-03-27,8,0,8,0,NA,0,0,NA,NA,0
"589","United Kingdom, England","Not defined","2000-14",2000-04-03,4,1,3,0,NA,0,0,NA,NA,1
"590","United Kingdom, England","Not defined","2000-15",2000-04-10,6,3,3,0,NA,2,0,NA,NA,1
"591","United Kingdom, England","Not defined","2000-16",2000-04-17,0,0,0,0,NA,0,0,NA,NA,0
"592","United Kingdom, England","Not defined","2000-17",2000-04-24,7,2,5,0,NA,0,0,NA,NA,2
"593","United Kingdom, England","Not defined","2000-18",2000-05-01,8,3,5,0,NA,0,0,NA,NA,3
"594","United Kingdom, England","Not defined","2000-19",2000-05-08,8,4,4,0,NA,1,0,NA,NA,3
"595","United Kingdom, England","Not defined","2000-20",2000-05-15,6,2,4,0,NA,0,0,NA,NA,2
"596","United Kingdom, England","Not defined","2000-21",2000-05-22,1,0,1,0,NA,0,0,NA,NA,0
"597","United Kingdom, England","Not defined","2000-22",2000-05-29,0,0,0,0,NA,0,0,NA,NA,0
"598","United Kingdom, England","Not defined","2000-23",2000-06-05,3,0,3,0,NA,0,0,NA,NA,0
"599","United Kingdom, England","Not defined","2000-24",2000-06-12,0,0,0,0,NA,0,0,NA,NA,0
"600","United Kingdom, England","Not defined","2000-25",2000-06-19,2,0,2,0,NA,0,0,NA,NA,0
"601","United Kingdom, England","Not defined","2000-26",2000-06-26,1,0,1,0,NA,0,0,NA,NA,0
"602","United Kingdom, England","Not defined","2000-27",2000-07-03,2,0,2,0,NA,0,0,NA,NA,0
"603","United Kingdom, England","Not defined","2000-28",2000-07-10,4,0,4,0,NA,0,0,NA,NA,0
"604","United Kingdom, England","Not defined","2000-39",2000-09-25,4,0,4,0,NA,0,0,NA,NA,0
"605","United Kingdom, England","Not defined","2000-40",2000-10-02,5,0,5,0,NA,0,0,NA,NA,0
"606","United Kingdom, England","Not defined","2000-41",2000-10-09,8,0,8,0,NA,0,0,NA,NA,0
"607","United Kingdom, England","Not defined","2000-42",2000-10-16,7,0,7,0,NA,0,0,NA,NA,0
"608","United Kingdom, England","Not defined","2000-43",2000-10-23,18,0,18,0,NA,0,0,NA,NA,0
"609","United Kingdom, England","Not defined","2000-44",2000-10-30,26,2,24,2,NA,0,0,NA,NA,0
"610","United Kingdom, England","Not defined","2000-45",2000-11-06,14,1,13,1,NA,0,0,NA,NA,0
"611","United Kingdom, England","Not defined","2000-46",2000-11-13,23,2,21,2,NA,0,0,NA,NA,0
"612","United Kingdom, England","Not defined","2000-47",2000-11-20,43,3,40,3,NA,0,0,NA,NA,0
"613","United Kingdom, England","Not defined","2000-48",2000-11-27,55,5,50,5,NA,0,0,NA,NA,0
"614","United Kingdom, England","Not defined","2000-49",2000-12-04,62,15,47,14,NA,0,0,NA,NA,1
"615","United Kingdom, England","Not defined","2000-50",2000-12-11,90,12,78,9,NA,0,0,NA,NA,3
"616","United Kingdom, England","Not defined","2000-51",2000-12-18,51,11,40,7,NA,0,0,NA,NA,4
"617","United Kingdom, England","Not defined","2000-52",2000-12-25,103,23,80,18,NA,0,0,NA,NA,5
"618","United Kingdom, England","Not defined","2001-01",2001-01-01,138,48,90,37,NA,0,0,NA,NA,11
"619","United Kingdom, England","Not defined","2001-02",2001-01-08,147,52,95,31,NA,0,0,NA,NA,21
"620","United Kingdom, England","Not defined","2001-03",2001-01-15,147,55,92,30,NA,0,0,NA,NA,25
"621","United Kingdom, England","Not defined","2001-04",2001-01-22,173,49,124,24,NA,0,0,NA,NA,25
"622","United Kingdom, England","Not defined","2001-05",2001-01-29,220,111,109,51,NA,0,0,NA,NA,60
"623","United Kingdom, England","Not defined","2001-06",2001-02-05,198,79,119,25,NA,0,0,NA,NA,54
"624","United Kingdom, England","Not defined","2001-07",2001-02-12,123,77,46,25,NA,0,0,NA,NA,52
"625","United Kingdom, England","Not defined","2001-08",2001-02-19,141,73,68,15,NA,0,0,NA,NA,58
"626","United Kingdom, England","Not defined","2001-09",2001-02-26,143,99,44,14,NA,0,0,NA,NA,85
"627","United Kingdom, England","Not defined","2001-10",2001-03-05,80,46,34,6,NA,0,0,NA,NA,40
"628","United Kingdom, England","Not defined","2001-11",2001-03-12,50,42,8,3,NA,0,0,NA,NA,39
"629","United Kingdom, England","Not defined","2001-12",2001-03-19,70,43,27,4,NA,0,0,NA,NA,39
"630","United Kingdom, England","Not defined","2001-13",2001-03-26,30,12,18,0,NA,0,0,NA,NA,12
"631","United Kingdom, England","Not defined","2001-40",2001-10-01,14,0,14,0,NA,0,0,NA,NA,0
"632","United Kingdom, England","Not defined","2001-41",2001-10-08,12,0,12,0,NA,0,0,NA,NA,0
"633","United Kingdom, England","Not defined","2001-42",2001-10-15,5,0,5,0,NA,0,0,NA,NA,0
"634","United Kingdom, England","Not defined","2001-45",2001-11-05,9,0,9,0,NA,0,0,NA,NA,0
"635","United Kingdom, England","Not defined","2001-47",2001-11-19,1,1,0,NA,NA,1,NA,NA,NA,NA
"636","United Kingdom, England","Not defined","2001-48",2001-11-26,2,2,0,NA,NA,2,NA,NA,NA,NA
"637","United Kingdom, England","Not defined","2001-49",2001-12-03,3,3,0,1,NA,2,NA,NA,NA,NA
"638","United Kingdom, England","Not defined","2001-50",2001-12-10,1,1,0,NA,NA,1,NA,NA,NA,NA
"639","United Kingdom, England","Not defined","2001-51",2001-12-17,2,2,0,2,NA,NA,NA,NA,NA,NA
"640","United Kingdom, England","Not defined","2001-52",2001-12-24,62,21,41,NA,NA,12,9,NA,NA,NA
"641","United Kingdom, England","Not defined","2002-01",2001-12-31,72,20,52,NA,NA,16,4,NA,NA,NA
"642","United Kingdom, England","Not defined","2002-02",2002-01-07,99,33,66,NA,NA,15,18,NA,NA,NA
"643","United Kingdom, England","Not defined","2002-03",2002-01-14,62,25,37,NA,NA,10,15,NA,NA,NA
"644","United Kingdom, England","Not defined","2002-04",2002-01-21,101,22,79,NA,NA,11,11,NA,NA,NA
"645","United Kingdom, England","Not defined","2002-40",2002-09-30,9,0,9,0,NA,0,0,0,0,0
"646","United Kingdom, England","Not defined","2002-41",2002-10-07,24,0,24,0,NA,0,0,0,0,0
"647","United Kingdom, England","Not defined","2002-42",2002-10-14,27,0,27,0,NA,0,0,0,0,0
"648","United Kingdom, England","Not defined","2002-43",2002-10-21,35,1,34,1,NA,0,0,0,0,0
"649","United Kingdom, England","Not defined","2002-44",2002-10-28,56,0,56,0,NA,0,0,0,0,0
"650","United Kingdom, England","Not defined","2002-45",2002-11-04,29,0,29,0,NA,0,0,0,0,0
"651","United Kingdom, England","Not defined","2002-46",2002-11-11,39,0,39,0,NA,0,0,0,0,0
"652","United Kingdom, England","Not defined","2002-47",2002-11-18,47,0,47,0,NA,0,0,0,0,0
"653","United Kingdom, England","Not defined","2002-48",2002-11-25,42,0,42,0,NA,0,0,0,0,0
"654","United Kingdom, England","Not defined","2002-49",2002-12-02,41,3,38,0,NA,2,0,1,0,0
"655","United Kingdom, England","Not defined","2002-50",2002-12-09,46,1,45,0,NA,0,0,1,0,0
"656","United Kingdom, England","Not defined","2002-51",2002-12-16,62,3,59,0,NA,3,0,0,0,0
"657","United Kingdom, England","Not defined","2002-52",2002-12-23,24,0,24,0,NA,0,0,0,0,0
"658","United Kingdom, England","Not defined","2003-01",2002-12-30,75,10,65,0,NA,3,0,7,0,0
"659","United Kingdom, England","Not defined","2003-02",2003-01-06,105,23,82,1,NA,5,0,14,0,3
"660","United Kingdom, England","Not defined","2003-03",2003-01-13,87,18,69,0,NA,1,0,14,0,3
"661","United Kingdom, England","Not defined","2003-04",2003-01-20,59,21,38,0,NA,4,0,14,0,3
"662","United Kingdom, England","Not defined","2003-05",2003-01-27,83,28,55,0,NA,2,0,14,0,12
"663","United Kingdom, England","Not defined","2003-06",2003-02-03,90,42,48,0,NA,9,0,21,0,12
"664","United Kingdom, England","Not defined","2003-07",2003-02-10,83,46,37,2,NA,10,0,19,0,15
"665","United Kingdom, England","Not defined","2003-08",2003-02-17,73,43,30,1,NA,10,0,23,0,9
"666","United Kingdom, England","Not defined","2003-09",2003-02-24,85,48,37,2,NA,10,0,31,0,5
"667","United Kingdom, England","Not defined","2003-10",2003-03-03,55,26,29,0,NA,9,0,14,0,3
"668","United Kingdom, England","Not defined","2003-11",2003-03-10,48,22,26,1,NA,7,0,13,0,1
"669","United Kingdom, England","Not defined","2003-12",2003-03-17,112,78,34,7,NA,55,0,15,0,1
"670","United Kingdom, England","Not defined","2003-13",2003-03-24,73,34,39,1,NA,18,0,13,0,2
"671","United Kingdom, England","Not defined","2003-14",2003-03-31,35,25,10,2,NA,14,0,8,0,1
"672","United Kingdom, England","Not defined","2003-15",2003-04-07,29,20,9,2,NA,16,0,2,0,0
"673","United Kingdom, England","Not defined","2003-16",2003-04-14,24,16,8,1,NA,11,0,2,1,1
"674","United Kingdom, England","Not defined","2003-17",2003-04-21,25,20,5,1,NA,18,0,0,0,1
"675","United Kingdom, England","Not defined","2003-18",2003-04-28,22,18,4,1,NA,16,0,1,0,0
"676","United Kingdom, England","Not defined","2003-19",2003-05-05,22,18,4,3,NA,15,0,0,0,0
"677","United Kingdom, England","Not defined","2003-20",2003-05-12,43,36,7,2,NA,30,0,2,0,2
"678","United Kingdom, England","Not defined","2003-21",2003-05-19,6,4,2,1,NA,3,0,0,0,0
"679","United Kingdom, England","Not defined","2003-22",2003-05-26,6,3,3,1,NA,2,0,0,0,0
"680","United Kingdom, England","Not defined","2003-23",2003-06-02,12,8,4,0,NA,8,0,0,0,0
"681","United Kingdom, England","Not defined","2003-24",2003-06-09,8,3,5,0,NA,3,0,0,0,0
"682","United Kingdom, England","Not defined","2003-25",2003-06-16,38,5,33,0,NA,3,0,2,0,0
"683","United Kingdom, England","Not defined","2003-26",2003-06-23,0,0,0,0,NA,0,0,0,0,0
"684","United Kingdom, England","Not defined","2003-27",2003-06-30,1,0,1,0,NA,0,0,0,0,0
"685","United Kingdom, England","Not defined","2003-28",2003-07-07,2,1,1,0,NA,1,0,0,0,0
"686","United Kingdom, England","Not defined","2003-29",2003-07-14,0,0,0,0,NA,0,0,0,0,0
"687","United Kingdom, England","Not defined","2003-30",2003-07-21,1,1,0,0,NA,1,0,0,0,0
"688","United Kingdom, England","Not defined","2003-31",2003-07-28,0,0,0,0,NA,0,0,0,0,0
"689","United Kingdom, England","Not defined","2003-32",2003-08-04,0,0,0,0,NA,0,0,0,0,0
"690","United Kingdom, England","Not defined","2003-33",2003-08-11,1,0,1,0,NA,0,0,0,0,0
"691","United Kingdom, England","Not defined","2003-34",2003-08-18,0,0,0,0,NA,0,0,0,0,0
"692","United Kingdom, England","Not defined","2003-35",2003-08-25,0,0,0,0,NA,0,0,0,0,0
"693","United Kingdom, England","Not defined","2003-36",2003-09-01,0,0,0,0,NA,0,0,0,0,0
"694","United Kingdom, England","Not defined","2003-37",2003-09-08,1,1,0,0,NA,1,0,0,0,0
"695","United Kingdom, England","Not defined","2003-38",2003-09-15,0,0,0,0,NA,0,0,0,0,0
"696","United Kingdom, England","Not defined","2003-39",2003-09-22,0,0,0,0,NA,0,0,0,0,0
"697","United Kingdom, England","Not defined","2003-40",2003-09-29,9,2,7,NA,NA,2,NA,NA,NA,0
"698","United Kingdom, England","Not defined","2003-41",2003-10-06,47,7,40,NA,NA,7,NA,NA,NA,0
"699","United Kingdom, England","Not defined","2003-42",2003-10-13,45,11,34,NA,NA,11,NA,NA,NA,0
"700","United Kingdom, England","Not defined","2003-43",2003-10-20,81,51,30,NA,NA,51,NA,NA,NA,0
"701","United Kingdom, England","Not defined","2003-44",2003-10-27,59,39,20,NA,NA,38,NA,NA,NA,1
"702","United Kingdom, England","Not defined","2003-45",2003-11-03,170,111,59,NA,NA,111,NA,NA,NA,0
"703","United Kingdom, England","Not defined","2003-46",2003-11-10,277,178,99,NA,NA,177,NA,NA,NA,1
"704","United Kingdom, England","Not defined","2003-47",2003-11-17,288,228,60,NA,NA,228,NA,NA,NA,0
"705","United Kingdom, England","Not defined","2003-48",2003-11-24,235,179,56,NA,NA,179,NA,NA,NA,0
"706","United Kingdom, England","Not defined","2003-49",2003-12-01,253,159,94,NA,NA,159,NA,NA,NA,0
"707","United Kingdom, England","Not defined","2003-50",2003-12-08,227,154,73,NA,NA,154,NA,NA,NA,0
"708","United Kingdom, England","Not defined","2003-51",2003-12-15,143,79,64,NA,NA,79,NA,NA,NA,0
"709","United Kingdom, England","Not defined","2003-52",2003-12-22,91,68,23,NA,NA,68,NA,NA,NA,0
"710","United Kingdom, England","Not defined","2004-01",2003-12-29,92,41,51,NA,NA,41,NA,NA,NA,0
"711","United Kingdom, England","Not defined","2004-02",2004-01-05,81,30,51,1,NA,29,NA,NA,NA,0
"712","United Kingdom, England","Not defined","2004-03",2004-01-12,55,21,34,NA,NA,21,NA,NA,NA,0
"713","United Kingdom, England","Not defined","2004-04",2004-01-19,61,33,28,NA,NA,33,NA,NA,NA,0
"714","United Kingdom, England","Not defined","2004-05",2004-01-26,27,16,11,NA,NA,16,NA,NA,NA,0
"715","United Kingdom, England","Not defined","2004-06",2004-02-02,18,6,12,NA,NA,6,NA,NA,NA,0
"716","United Kingdom, England","Not defined","2004-07",2004-02-09,7,1,6,1,NA,NA,NA,NA,NA,0
"717","United Kingdom, England","Not defined","2004-08",2004-02-16,7,3,4,NA,NA,2,NA,NA,NA,1
"718","United Kingdom, England","Not defined","2004-09",2004-02-23,11,3,8,NA,NA,3,NA,NA,NA,0
"719","United Kingdom, England","Not defined","2004-10",2004-03-01,10,2,8,NA,NA,1,NA,NA,NA,1
"720","United Kingdom, England","Not defined","2004-11",2004-03-08,12,2,10,NA,NA,2,NA,NA,NA,0
"721","United Kingdom, England","Not defined","2004-12",2004-03-15,0,0,0,0,NA,0,0,0,0,0
"722","United Kingdom, England","Not defined","2004-13",2004-03-22,2,1,1,NA,NA,NA,NA,NA,NA,1
"723","United Kingdom, England","Not defined","2004-14",2004-03-29,2,1,1,1,NA,NA,NA,NA,NA,0
"724","United Kingdom, England","Not defined","2004-15",2004-04-05,0,0,0,0,NA,0,0,0,0,0
"725","United Kingdom, England","Not defined","2004-16",2004-04-12,5,3,2,NA,NA,2,NA,NA,1,NA
"726","United Kingdom, England","Not defined","2004-17",2004-04-19,11,6,5,NA,NA,6,NA,NA,NA,0
"727","United Kingdom, England","Not defined","2004-18",2004-04-26,11,1,10,NA,NA,1,NA,NA,NA,0
"728","United Kingdom, England","Not defined","2004-19",2004-05-03,2,1,1,NA,NA,1,NA,NA,NA,0
"729","United Kingdom, England","Not defined","2004-20",2004-05-10,0,0,0,0,NA,0,0,0,0,0
"730","United Kingdom, England","Not defined","2004-21",2004-05-17,5,5,0,4,NA,1,NA,NA,NA,0
"731","United Kingdom, England","Not defined","2004-22",2004-05-24,6,1,5,NA,NA,1,NA,NA,NA,0
"732","United Kingdom, England","Not defined","2004-23",2004-05-31,0,0,0,0,NA,0,0,0,0,0
"733","United Kingdom, England","Not defined","2004-24",2004-06-07,1,1,0,1,NA,NA,NA,NA,NA,0
"734","United Kingdom, England","Not defined","2004-25",2004-06-14,0,0,0,0,NA,0,0,0,0,0
"735","United Kingdom, England","Not defined","2004-26",2004-06-21,7,2,5,2,NA,NA,NA,NA,NA,0
"736","United Kingdom, England","Not defined","2004-27",2004-06-28,28,10,18,NA,NA,10,NA,NA,NA,0
"737","United Kingdom, England","Not defined","2004-28",2004-07-05,0,0,0,0,NA,0,0,0,0,0
"738","United Kingdom, England","Not defined","2004-29",2004-07-12,13,5,8,NA,NA,5,NA,NA,NA,0
"739","United Kingdom, England","Not defined","2004-30",2004-07-19,0,0,0,0,NA,0,0,0,0,0
"740","United Kingdom, England","Not defined","2004-31",2004-07-26,0,0,0,0,NA,0,0,0,0,0
"741","United Kingdom, England","Not defined","2004-32",2004-08-02,0,0,0,0,NA,0,0,0,0,0
"742","United Kingdom, England","Not defined","2004-33",2004-08-09,0,0,0,0,NA,0,0,0,0,0
"743","United Kingdom, England","Not defined","2004-34",2004-08-16,0,0,0,0,NA,0,0,0,0,0
"744","United Kingdom, England","Not defined","2004-35",2004-08-23,0,0,0,0,NA,0,0,0,0,0
"745","United Kingdom, England","Not defined","2004-36",2004-08-30,0,0,0,0,NA,0,0,0,0,0
"746","United Kingdom, England","Not defined","2004-37",2004-09-06,1,1,0,NA,NA,1,NA,NA,NA,0
"747","United Kingdom, England","Not defined","2004-38",2004-09-13,4,1,3,NA,NA,1,NA,NA,NA,0
"748","United Kingdom, England","Not defined","2004-39",2004-09-20,6,1,5,NA,NA,1,NA,NA,NA,0
"749","United Kingdom, England","Not defined","2004-40",2004-09-27,20,0,20,0,NA,0,0,0,0,0
"750","United Kingdom, England","Not defined","2004-41",2004-10-04,32,2,30,NA,NA,2,NA,NA,NA,0
"751","United Kingdom, England","Not defined","2004-42",2004-10-11,41,0,41,0,NA,0,0,0,0,0
"752","United Kingdom, England","Not defined","2004-43",2004-10-18,68,0,68,0,NA,0,0,0,0,0
"753","United Kingdom, England","Not defined","2004-44",2004-10-25,19,0,19,0,NA,0,0,0,0,0
"754","United Kingdom, England","Not defined","2004-45",2004-11-01,14,1,13,1,NA,NA,NA,NA,NA,0
"755","United Kingdom, England","Not defined","2004-46",2004-11-08,22,4,18,1,NA,3,NA,NA,NA,0
"756","United Kingdom, England","Not defined","2004-47",2004-11-15,29,0,29,0,NA,0,0,0,0,0
"757","United Kingdom, England","Not defined","2004-48",2004-11-22,40,5,35,2,NA,3,NA,NA,NA,0
"758","United Kingdom, England","Not defined","2004-49",2004-11-29,37,5,32,1,NA,3,NA,NA,NA,1
"759","United Kingdom, England","Not defined","2004-50",2004-12-06,27,5,22,NA,NA,5,NA,NA,NA,0
"760","United Kingdom, England","Not defined","2004-51",2004-12-13,60,22,38,3,NA,16,NA,2,1,NA
"761","United Kingdom, England","Not defined","2004-52",2004-12-20,84,42,42,10,NA,30,NA,NA,1,1
"762","United Kingdom, England","Not defined","2004-53",2004-12-27,66,43,23,7,NA,33,NA,1,2,0
"763","United Kingdom, England","Not defined","2005-01",2005-01-03,90,44,46,12,NA,28,NA,NA,3,1
"764","United Kingdom, England","Not defined","2005-02",2005-01-10,136,86,50,18,NA,64,NA,NA,3,1
"765","United Kingdom, England","Not defined","2005-03",2005-01-17,98,58,40,15,NA,38,NA,1,2,2
"766","United Kingdom, England","Not defined","2005-04",2005-01-24,131,86,45,12,NA,65,NA,1,5,3
"767","United Kingdom, England","Not defined","2005-05",2005-01-31,158,101,57,10,NA,83,NA,2,3,3
"768","United Kingdom, England","Not defined","2005-06",2005-02-07,151,85,66,14,NA,61,NA,4,5,1
"769","United Kingdom, England","Not defined","2005-07",2005-02-14,139,86,53,7,NA,67,NA,NA,2,10
"770","United Kingdom, England","Not defined","2005-08",2005-02-21,134,94,40,18,NA,65,NA,NA,7,4
"771","United Kingdom, England","Not defined","2005-09",2005-02-28,110,52,58,1,NA,45,NA,NA,1,5
"772","United Kingdom, England","Not defined","2005-10",2005-03-07,89,42,47,1,NA,27,NA,2,7,5
"773","United Kingdom, England","Not defined","2005-11",2005-03-14,115,74,41,8,NA,39,NA,4,14,9
"774","United Kingdom, England","Not defined","2005-12",2005-03-21,47,27,20,NA,NA,18,NA,NA,6,3
"775","United Kingdom, England","Not defined","2005-13",2005-03-28,55,34,21,4,NA,16,NA,1,11,2
"776","United Kingdom, England","Not defined","2005-14",2005-04-04,31,24,7,2,NA,16,NA,NA,5,1
"777","United Kingdom, England","Not defined","2005-15",2005-04-11,28,16,12,1,NA,7,NA,1,5,2
"778","United Kingdom, England","Not defined","2005-16",2005-04-18,20,2,18,NA,NA,NA,NA,1,1,NA
"779","United Kingdom, England","Not defined","2005-17",2005-04-25,14,3,11,NA,NA,2,NA,NA,1,NA
